Description,Basic Unit,Beginning Balance ,Quantity Received ,Quantity Dispensed ,Losses and Adjustments,Ending Balance (Physical Count)
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,60,0,0,0
5% Dextrose saline 1000ml,Pcs,320,0,0,0,0
5% Dextrose saline 1000ml,Pcs,320,0,0,0,0
5% Dextrose saline 1000ml,Pcs,320,0,0,0,0
5% Dextrose saline 1000ml,Pcs,20,0,0,0,20
5% Dextrose saline 1000ml,Pcs,20,0,0,0,20
5% Dextrose saline 1000ml,Pcs,44,30,57,0,17
5% Dextrose saline 1000ml,Pcs,50,100,60,0,90
5% Dextrose saline 1000ml,Pcs,100,100,60,0,40
5% Dextrose saline 1000ml,Pcs,0,40,20,0,20
5% Dextrose saline 1000ml,Pcs,10,0,5,0,5
5% Dextrose saline 1000ml,Pcs,29,0,10,0,19
5% Dextrose saline 1000ml,Pcs,20,0,10,0,10
5% Dextrose Saline 500ml,Pcs,73,40,89,0,24
5% Dextrose saline 500mls,Pcs,0,0,0,0,0
5% Dextrose saline 500mls,Pcs,0,60,34,0,26
5% Dextrose saline 500mls,Pcs,26,0,20,0,6
5% Dextrose saline 500mls,Pcs,6,0,6,0,0
5% Dextrose water 1000ml,Pcs,13,0,7,0,6
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,0,0,0,0,0
5% Dextrose water 500ml,Pcs,30,0,8,8,22
5% Dextrose water 500ml,Pcs,0,60,20,0,40
5% Dextrose water 500ml,Pcs,0,20,8,0,12
5% Dextrose water 500ml,Pcs,40,0,20,0,20
5% Dextrose water 500ml,Pcs,32,0,9,0,23
5% Dextrose water 500ml,Pcs,10,0,4,0,6
5% Dextrose water 500ml,Pcs,50,0,10,0,40
5% Dextrose water 500ml,Pcs,72,0,16,0,56
5% Dextrose water 500mls,Pcs,0,0,0,0,0
5% Dextrose water 500mls,Pcs,0,0,0,0,0
5% Dextrose water 500mls,Pcs,0,0,0,0,0
5% Dextrose water 500mls,Pcs,0,0,0,0,0
50% Dextrose Water,Pcs,23,0,7,0,1
Blood Giving set,Pcs,170,30,5100,100,130
Blood Giving set,Pcs,170,30,5100,0,30
Blood Giving set,Pcs,170,110,18700,0,110
Blood Giving set,Pcs,8,0,8,0,0
Buttefly Needle,Pcs,120,0,40,0,80
Butterfly needle 21G,Pcs,0,0,0,0,0
Catheter 16,Pcs,0,10,8,0,2
Catheter 16G,Pcs,350,0,0,0,0
Catheter 16G,Pcs,350,0,0,0,0
Catheter 16G,Pcs,300,0,0,0,0
Catheter 16G,Pcs,350,0,0,0,0
Catheter 16G,Pcs,300,10,3000,10,20
Catheter 16G,Pcs,300,15,4500,0,15
Catheter 18,Pcs,5,10,3,0,12
Catheter 18G,Pcs,220,0,0,0,0
Catheter 18G,Pcs,220,0,0,0,0
Catheter 18G,Pcs,220,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,0,0,0,0,0
Cotton Wool 100g,Pcs,2,0,0,0,2
Cotton Wool 100g,Pcs,2,0,0,0,2
Cotton Wool 100g,Pcs,2,0,0,0,2
Cotton Wool 100g,Pcs,2,0,0,0,2
Cotton Wool 100g,Pcs,2,0,0,0,2
Cotton Wool 100g,Pcs,2,0,0,0,2
Cotton Wool 100g,Pcs,2,0,0,0,2
Cotton Wool 100g,Pcs,3,0,0,0,3
Cotton Wool 100g,Pcs,1,0,0,0,1
Cotton Wool 100g,Pcs,0,3,0,0,3
Cotton Wool 100g,Pcs,0,3,0,0,3
Cotton Wool 100g,Pcs,0,3,0,0,3
Cotton Wool 100g,Pcs,1.2,2,1.8,0,1.4
Cotton Wool 100g,Pcs,1,1,1,0,1
Cotton Wool 100g,Pcs,3,3,3,0,3
Cotton Wool 100g,Pcs,1,1,1,0,0
Cotton Wool 100g,Pcs,0,2,1,0,1
Cotton Wool 100g,Pcs,0,2,1,0,1
Cotton Wool 100g,Pcs,0,3,1,0,2
Cotton Wool 100g,Pcs,3,0,1,0,2
Cotton Wool 100g,Pcs,2,0,1,0,1
Cotton Wool 100g,Pcs,3,0,1,0,2
Cotton Wool 100g,Pcs,3,0,1,0,2
Cotton Wool 100g,Pcs,1,0,1,0,0
Cotton Wool 100g,Pcs,1,0,1,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,o
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,0,0,0,0,0
Darrows solution 1/2 strength 500ml,Pcs,10,0,10,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,0,0,0,0
Darrows solution full strength 500ml,Pcs,0,20,10,0,10
Darrows solution full strength 500ml,Pcs,48,0,9,0,39
Dextrose in water 10% 1000ml,Pcs,350,0,0,0,0
Dextrose in water 10% 1000ml,Pcs,350,0,0,0,0
Dextrose in water 10% 1000ml,Pcs,350,0,0,0,0
Dextrose in water 10% 500ml,Pcs,200,0,0,0,0
Dextrose in water 10% 500ml,Pcs,180,20,3600,0,20
Dextrose in water 10% 500ml,Pcs,200,20,4000,0,20
Full Strenght Darrows Soln,Pcs,180,20,3600,0,20
I V Giving set,Pcs,55,50,2750,200,250
I V Giving set,Pcs,55,200,11000,200,400
I V Giving set,Pcs,55,50,2750,300,350
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,0,0,0,0
I.V Metronidazole 200mg,Pcs,0,200,135,0,65
I.V Metronidazole 200mg,Pcs,0,50,10,0,40
I.V Metronidazole 200mg,Pcs,6,0,4,0,2
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,0,0,0,0,0
Infusion Sets 23g,Pcs,50,0,0,0,50
Infusion Sets 23g,Pcs,40,0,0,0,40
Infusion Sets 23g,Pcs,36,0,0,0,36
Infusion Sets 23g,Pcs,34,0,0,0,34
Infusion Sets 23g,Pcs,10,0,0,0,10
Infusion Sets 23g,Pcs,35,0,0,0,35
Infusion Sets 23g,Pcs,100,0,0,0,100
Infusion Sets 23g,Pcs,0,50,0,0,50
Infusion Sets 23g,Pcs,0,50,0,0,50
Infusion Sets 23g,Pcs,50,100,10,0,140
Infusion Sets 23g,Pcs,50,50,30,0,20
Infusion Sets 23g,Pcs,0,30,20,0,10
Infusion Sets 23g,Pcs,0,100,100,0,0
Infusion Sets 23g,Pcs,0,50,10,0,40
Infusion Sets 23g,Pcs,0,200,79,0,121
Infusion Sets 23g,Pcs,0,50,10,0,40
Infusion Sets 23g,Pcs,0,100,20,0,80
Infusion Sets 23g,Pcs,0,2,1,0,1
Infusion Sets 23g,Pcs,0,50,40,0,10
Infusion Sets 23g,Pcs,0,100,35,0,65
Infusion Sets 23g,Pcs,0,100,50,0,50
Infusion Sets 23g,Pcs,0,50,33,0,17
Infusion Sets 23g,Pcs,0,100,50,0,50
Infusion Sets 23g,Pcs,20,0,10,0,10
Infusion Sets 23g,Pcs,35,0,5,0,30
Infusion Sets 23g,Pcs,120,0,20,0,110
Infusion Sets 23g,Pcs,30,0,5,0,25
Infusion Sets 23g,Pcs,62,0,48,0,14
Infusion Sets 23g,Pcs,30,0,15,0,15
Infusion Sets 23g,Pcs,50,0,14,0,36
Infusion Sets 23g,Pcs,50,0,16,0,34
Infusion Sets 23g,Pcs,60,0,20,0,40
Infusion Sets 23g,Pcs,20,0,3,0,17
Infusion Sets 23g,Pcs,40,0,5,0,35
Infusion Sets 23g,Pcs,100,0,38,0,62
Infusion Sets 23g,Pcs,50,0,10,0,40
Infusion Sets 23g,Pcs,50,0,10,0,40
Infusion Sets 23g,Pcs,65,0,15,0,50
Infusion Sets 23g,Pcs,40,0,10,0,30
Infusion Sets 23g,Pcs,65,0,15,0,50
Infusion Sets 23g,Pcs,62,0,14,0,48
Infusion Sets 23g,Pcs,40,0,10,0,30
